seq_id,pos,cand_id,stratum,dist,surrogate,true_delta,true_delta_self,true_delta_future
0,14,11,near,1.0958458185195923,-0.47762373089790344,-11.677955627441406,-10.761685013771057,-0.9163055419921875
0,14,13,near,1.146373987197876,-0.09865480661392212,-21.664344787597656,-5.570334076881409,-16.09404754638672
0,14,290,near,1.1593420505523682,-0.2446610927581787,-19.191757202148438,-12.575754761695862,-6.6160430908203125
0,14,286,near,1.2235074043273926,-0.2008996456861496,-16.450836181640625,-13.315719246864319,-3.135162353515625
0,14,284,near,1.2360936403274536,-0.08933150768280029,-37.97914123535156,-12.222616791725159,-25.756553649902344
0,14,287,near,1.2393251657485962,0.08957341313362122,-22.270523071289062,-13.147711396217346,-9.122852325439453
0,14,357,near,1.2705532312393188,-0.04087981581687927,-29.164230346679688,-12.242191910743713,-16.92206573486328
0,14,338,near,1.281787395477295,-0.05419933795928955,-29.644027709960938,-12.998447060585022,-16.645606994628906
0,14,318,near,1.291475534439087,-0.040405526757240295,-23.452255249023438,-15.221325516700745,-8.230960845947266
0,14,329,near,1.2945623397827148,-0.10978960245847702,-30.03106689453125,-12.999865174293518,-17.031246185302734
0,14,319,near,1.3116869926452637,-0.2178015112876892,-27.340805053710938,-13.778859734535217,-13.561981201171875
0,14,326,near,1.3280912637710571,0.1320931762456894,-37.5284423828125,-14.776142716407776,-22.752342224121094
0,14,393,near,1.341539740562439,0.105912946164608,-23.135467529296875,-14.310265183448792,-8.825241088867188
0,14,351,near,1.348292589187622,0.12259894609451294,-26.880889892578125,-13.47000277042389,-13.410926818847656
0,14,257,near,1.352995753288269,-0.24727021157741547,-18.547882080078125,-12.175182938575745,-6.372734069824219
0,14,262,near,1.3568470478057861,-0.42122596502304077,-13.687019348144531,-12.81500780582428,-0.8720512390136719
0,14,14,near,1.3571603298187256,-0.10896137356758118,-12.936325073242188,-10.178102135658264,-2.7582626342773438
0,14,468,near,1.3573822975158691,0.16411033272743225,-21.662551879882812,-16.72520124912262,-4.937385559082031
0,14,379,near,1.3585575819015503,-0.03242132067680359,-24.690475463867188,-13.88663923740387,-10.803863525390625
0,14,355,near,1.3626431226730347,0.40434128046035767,-26.724517822265625,-14.066023468971252,-12.658527374267578
0,14,25,near,1.3639681339263916,-0.18025317788124084,-9.193145751953125,-13.593734383583069,4.400550842285156
0,14,373,near,1.3685380220413208,0.003931596875190735,-28.415023803710938,-14.320292115211487,-14.094772338867188
0,14,198,near,1.3691285848617554,-0.2019837647676468,-30.80694580078125,-11.952255845069885,-18.854724884033203
0,14,422,near,1.3835312128067017,-0.14832448959350586,-27.483657836914062,-14.01071321964264,-13.47298812866211
0,14,281,near,1.4019551277160645,-0.11899591982364655,-28.029708862304688,-14.400276780128479,-13.629478454589844
0,14,26,near,1.4029572010040283,0.20219720900058746,-25.643630981445312,-13.74553644657135,-11.898124694824219
0,14,416,near,1.4068284034729004,0.16991430521011353,-30.635406494140625,-15.358662247657776,-15.276782989501953
0,14,389,near,1.425580620765686,-0.039730191230773926,-24.6336669921875,-17.135693192481995,-7.498012542724609
0,14,340,near,1.4308011531829834,0.26042440533638,-22.964263916015625,-15.590033173561096,-7.374275207519531
0,14,8,near,1.441632628440857,-0.7670259475708008,-28.301742553710938,-14.52314817905426,-13.778633117675781
0,14,428,near,1.4519366025924683,-0.026673704385757446,-34.95301818847656,-15.707455277442932,-19.245586395263672
0,14,366,near,1.4524348974227905,0.24846798181533813,-28.748458862304688,-13.20055639743805,-15.547954559326172
0,14,423,near,1.4535313844680786,0.19339048862457275,-18.423614501953125,-17.18801176548004,-1.2356414794921875
0,14,314,near,1.4565672874450684,0.03634399175643921,-31.603240966796875,-14.236156105995178,-17.367122650146484
0,14,345,near,1.4609013795852661,0.5399673581123352,-36.05683898925781,-17.367716431617737,-18.68914794921875
0,14,550,near,1.4610775709152222,0.42548224329948425,-22.313980102539062,-17.221779465675354,-5.09222412109375
0,14,1,near,1.465904712677002,0.5668606162071228,-29.84893798828125,-15.033421158790588,-14.815555572509766
0,14,460,near,1.473906397819519,0.06945371627807617,-29.054367065429688,-16.707201600074768,-12.347190856933594
0,14,532,near,1.4739993810653687,-0.6739522218704224,-38.90022277832031,-15.224386811256409,-23.675872802734375
0,14,526,near,1.475193738937378,1.097601294517517,-35.136688232421875,-18.908413529396057,-16.228313446044922
0,14,30,near,1.4754985570907593,0.13893812894821167,-38.61485290527344,-13.034766793251038,-25.58013153076172
0,14,481,near,1.4758687019348145,0.36698099970817566,-36.25227355957031,-17.30866301059723,-18.943649291992188
0,14,307,near,1.485291838645935,-0.0004510432481765747,-25.477493286132812,-14.746782898902893,-10.730758666992188
0,14,553,near,1.4889968633651733,0.7381433248519897,-46.330810546875,-18.535380005836487,-27.79547119140625
0,14,475,near,1.4926538467407227,0.4249238967895508,-24.814193725585938,-17.757290482521057,-7.056934356689453
0,14,503,near,1.4974417686462402,-0.08707523345947266,-25.819549560546875,-15.997406601905823,-9.822181701660156
0,14,530,near,1.498323917388916,0.2780987322330475,-29.831863403320312,-14.299132943153381,-15.532764434814453
